,admin_entry,closed,created,entry_can_admin,entry_can_invite,entry_can_leave,entry_last_rank,entry_rank,id,league_type,max_entries,name,rank,scoring,short_name,start_event
0,1227,True,2019-07-01T13:32:17.447004Z,False,False,False,7,7,87849,x,,Suck the White and Blue H2H,,h,,1
